,city,state
13848,Whitehouse Station ,NJ
13851,Whites Creek ,TN
13856,Whitestone ,NY
13859,Whitewater ,CO
13869,Whitney ,PA
13872,Whittaker ,MI
13877,Wickatunk ,NJ
13881,Widen ,WV
13882,Widnoon ,PA
13889,Wildersville ,TN
13890,Wilderville ,OR
13893,Wildwood ,PA
13894,Wildwood ,GA
13896,Wilkes Barre ,PA
13899,Willard ,NC
830,Bay Saint Louis ,MS
3734,East Saint Louis ,IL
4975,Glen Saint Mary ,FL
7768,Marine on Saint Croix ,MN
10403,Port Saint Lucie ,FL
11245,Saint Albans ,ME
11246,Saint Albans ,MO
11247,Saint Albans ,NY
11248,Saint Albans ,VT
11249,Saint Albans ,WV
11250,Saint Albans Bay ,VT
11251,Saint Amant ,LA
11252,Saint Anne ,IL
11253,Saint Anthony ,IA
11254,Saint Anthony ,ID
11255,Saint Anthony ,IN
11256,Saint Augustine ,FL
11257,Saint Augustine ,IL
11258,Saint Benedict ,PA
11259,Saint Bonifacius ,MN
11260,Saint Charles ,IA
11261,Saint Charles ,IL
11262,Saint Charles ,MI
11263,Saint Charles ,MN
11264,Saint Charles ,MO
11265,Saint Clair ,MI
11266,Saint Clair ,MN
11267,Saint Clair ,MO
11268,Saint Clair Shores ,MI
11269,Saint Clairsville ,OH
11270,Saint Cloud ,FL
11271,Saint Cloud ,MN
11272,Saint Cloud ,WI
11273,Saint David ,IL
11274,Saint Francis ,MN
11275,Saint Francis ,SD
11276,Saint Francis ,WI
11277,Saint George ,KS
11278,Saint Georges ,DE
11279,Saint Hedwig ,TX
11280,Saint Helen ,MI
11281,Saint Helena Island ,SC
11282,Saint Henry ,OH
11283,Saint Ignace ,MI
11284,Saint Ignatius ,MT
11285,Saint Inigoes ,MD
11286,Saint Jacob ,IL
11287,Saint James ,MN
11288,Saint James ,NY
11289,Saint James City ,FL
11290,Saint Joe ,IN
11291,Saint John ,IN
11292,Saint Johns ,AZ
11293,Saint Johns ,FL
11294,Saint Johns ,MI
11295,Saint Johnsville ,NY
11296,Saint Joseph ,IL
11297,Saint Joseph ,MN
11298,Saint Joseph ,MO
11299,Saint Joseph ,MI
11300,Saint Landry ,LA
11301,Saint Leonard ,MD
11302,Saint Libory ,IL
11303,Saint Louis ,MI
11304,Saint Louis ,MO
11305,Saint Louisville ,OH
11306,Saint Marks ,FL
11307,Saint Martinville ,LA
11308,Saint Marys ,IA
11309,Saint Marys ,KS
11310,Saint Marys ,OH
11311,Saint Marys ,PA
11312,Saint Marys ,WV
11313,Saint Marys ,GA
11314,Saint Marys City ,MD
11315,Saint Matthews ,SC
11316,Saint Meinrad ,IN
11317,Saint Michael ,MN
11318,Saint Michael ,PA
11319,Saint Michaels ,MD
11320,Saint Onge ,SD
11321,Saint Paris ,OH
11322,Saint Paul ,IN
11323,Saint Paul ,MN
11324,Saint Paul Park ,MN
11325,Saint Pauls ,NC
11326,Saint Peter ,MN
11327,Saint Peters ,MO
11328,Saint Petersburg ,FL
11329,Saint Petersburg ,PA
11330,Saint Regis ,MT
11331,Saint Simons Island ,GA
11332,Saint Thomas ,MO
11333,Saint Thomas ,PA
11490,Sault Sainte Marie ,MI
12068,South Saint Paul ,MN
5,Abbottstown ,PA
23,Absecon ,NJ
26,Accokeek ,MD
31,Acme ,WA
33,Acton ,MA
38,Ada ,OH
42,Adair ,IA
48,Adams ,WI
76,Afton ,IA
81,Afton ,OK
90,Ajo ,AZ
94,Akron ,MI
108,Albany ,GA
112,Albany ,OH
128,Albion ,ME
131,Albion ,PA
142,Alden ,NY
147,Aledo ,IL
161,Alexandria ,IN
171,Alhambra ,IL
178,Alleman ,IA
181,Allen Park ,MI
182,Allendale ,MI
190,Allenton ,WI
194,Allenwood ,PA
199,Allison Park ,PA
216,Alpine ,TX
220,Alstead ,NH
224,Altamont ,IL
234,Altoona ,FL
242,Alva ,FL
246,Alvarado ,MN
263,Amboy ,IL
278,Amherst ,NH
287,Amo ,IN
289,Amsterdam ,NY
293,Anacortes ,WA
294,Anaheim ,CA
295,Anamosa ,IA
298,Ancram ,NY
302,Anderson ,IN
304,Anderson ,MO
306,Andover ,CT
307,Andover ,KS
310,Andover ,NH
311,Andover ,NJ
322,Angola ,IN
325,Ankeny ,IA
333,Annapolis ,IL
339,Annville ,PA
340,Anoka ,MN
342,Anson ,TX
345,Ansted ,WV
356,Apache ,OK
357,Apache Junction ,AZ
359,Apalachin ,NY
362,Aplington ,IA
365,Apopka ,FL
366,Apple Creek ,OH
376,Aquebogue ,NY
379,Arapahoe ,NC
381,Arcade ,NY
386,Arcadia ,OH
388,Arcanum ,OH
393,Arcola ,VA
398,Ardsley ,NY
402,Arendtsville ,PA
406,Argyle ,WI
407,Argyle ,MN
412,Arkadelphia ,AR
414,Arkansaw ,WI
417,Arlington ,IA
420,Arlington ,MA
422,Arlington ,NE
425,Arlington ,TN
427,Arlington ,WA
430,Arlington Heights ,IL
436,Armstrong ,IA
439,Arnaudville ,LA
442,Arnolds Park ,IA
466,Ashby ,MN
470,Ashford ,AL
476,Ashland ,MO
478,Ashland ,NH
484,Ashley ,IN
486,Ashley ,OH
503,Astor ,FL
506,Astoria ,SD
507,Atalissa ,IA
513,Athens ,AL
517,Athens ,MI
520,Athens ,TN
537,Atlanta ,TX
538,Atlantic ,IA
553,Attica ,NY
558,Atwood ,IL
566,Auburn ,IL
567,Auburn ,IN
569,Auburn ,KY
580,Auburndale ,WI
585,Augusta ,KS
590,Augusta ,WI
597,Aurora ,IA
600,Aurora ,MO
611,Austin ,AR
617,Austinburg ,OH
631,Aviston ,IL
635,Avoca ,WI
658,Ayer ,MA
662,Azle ,TX
665,Babylon ,NY
667,Bacliff ,TX
670,Baden ,PA
674,Bagley ,WI
683,Bainbridge ,OH
690,Baker ,LA
696,Balch Springs ,TX
713,Bally ,PA
723,Bancroft ,WV
727,Bangor ,PA
732,Bantam ,CT
735,Baraboo ,WI
753,Barnesville ,GA
756,Barnesville ,OH
758,Barneveld ,WI
765,Barre ,MA
768,Barrington ,NH
770,Barrington ,RI
772,Barryton ,MI
774,Bart ,PA
776,Bartlesville ,OK
786,Basehor ,KS
801,Batesville ,AR
810,Bath ,PA
823,Bauxite ,AR
829,Bay Port ,MI
846,Beach Haven ,NJ
848,Beachwood ,OH
854,Beallsville ,PA
861,Bear Lake ,PA
870,Beaver Creek ,MN
875,Beaver Falls ,PA
879,Beaverdam ,OH
887,Beckley ,WV
889,Bedford ,KY
898,Bedminster ,NJ
904,Beech Grove ,IN
913,Belchertown ,MA
919,Belfast ,ME
922,Belgium ,WI
927,Bell Buckle ,TN
944,Bellefonte ,PA
946,Belleview ,FL
950,Belleville ,WI
959,Bellevue ,WA
961,Bellflower ,IL
966,Bellport ,NY
967,Bells ,TN
970,Bellwood ,IL
986,Belt ,MT
988,Belton ,SC
1012,Benson ,NC
1027,Bentonville ,AR
1029,Benzonia ,MI
1032,Beresford ,SD
1034,Bergenfield ,NJ
1037,Bergoo ,WV
1041,Berkeley Heights ,NJ
1050,Berlin ,NY
1052,Berlin ,PA
1057,Bernalillo ,NM
1060,Bernardsville ,NJ
1063,Bernice ,LA
1078,Bessemer ,AL
1080,Bessemer City ,NC
1090,Bethel ,DE
1100,Bethlehem ,CT
1105,Bettendorf ,IA
1106,Bettsville ,OH
1112,Beverly ,OH
1114,Beverly Hills ,CA
1126,Big Horn ,WY
1137,Big Timber ,MT
1139,Bigelow ,MN
1145,Billings ,MO
1164,Bishopville ,MD
1175,Black Earth ,WI
1176,Black Hawk ,CO
1182,Black River Falls ,WI
1189,Blackstone ,MA
1195,Bladensburg ,OH
1196,Blain ,PA
1203,Blanchard ,LA
1210,Blandford ,MA
1211,Blandon ,PA
1212,Blauvelt ,NY
1213,Blawenburg ,NJ
1214,Blencoe ,IA
1224,Blooming Grove ,TX
1225,Blooming Grove ,NY
1227,Bloomingburg ,OH
1231,Bloomingdale ,MI
1239,Bloomington ,TX
1241,Bloomsbury ,NJ
1243,Blossburg ,PA
1247,Blountstown ,FL
1248,Blountsville ,AL
1253,Blue Eye ,MO
1254,Blue Grass ,IA
1257,Blue Mound ,IL
1258,Blue Mounds ,WI
1264,Blue Springs ,NE
1271,Bluffton ,SC
1273,Blythewood ,SC
1278,Bogota ,NJ
1280,Bohemia ,NY
1282,Boiling Springs ,SC
1289,Bolivar ,TN
1302,Bonfield ,IL
1323,Boothbay ,ME
1338,Bothell ,WA
1343,Boulder City ,NV
1348,Bouton ,IA
1358,Bowling Green ,OH
1363,Box Elder ,SD
1367,Boyce ,LA
1381,Bozrah ,CT
1383,Brackenridge ,PA
1387,Bradenton ,FL
1391,Bradford ,ME
1404,Bradner ,OH
1425,Brandywine ,MD
1426,Branford ,CT
1427,Branson ,MO
1441,Brecksville ,OH
1443,Breesport ,NY
1446,Breinigsville ,PA
1447,Bremen ,GA
1450,Bremen ,OH
1465,Brewster ,MN
1469,Brice ,OH
1473,Bridgeport ,CT
1486,Bridgeview ,IL
1496,Bridgton ,ME
1497,Brielle ,NJ
1504,Brighton ,MI
1506,Brighton ,TN
1516,Brisbin ,PA
1520,Bristol ,ME
1521,Bristol ,NH
1533,Britt ,IA
1535,Britton ,SD
1550,Brockway ,PA
1551,Brocton ,IL
1556,Broken Arrow ,OK
1561,Bronte ,TX
1564,Brook ,IN
1589,Brooks ,ME
1597,Brookville ,IN
1601,Broomfield ,CO
1610,Brownsdale ,MN
1613,Brownsville ,PA
1614,Brownsville ,TN
1624,Brundidge ,AL
1630,Brush Valley ,PA
1649,Buck Creek ,IN
1652,Buckfield ,ME
1659,Buckley ,WA
1667,Buda ,TX
1676,Buffalo ,IN
1678,Buffalo ,MO
1680,Buffalo ,WV
1683,Buffalo Gap ,SD
1694,Bulls Gap ,TN
1722,Burlingame ,CA
1723,Burlingame ,KS
1727,Burlington ,IN
1729,Burlington ,KY
1737,Burlington ,WY
1739,Burnettsville ,IN
1740,Burnham ,ME
1741,Burnham ,PA
1742,Burns ,TN
1744,Burnside ,KY
1756,Burtonsville ,MD
1763,Butler ,GA
1766,Butler ,KY
1770,Butler ,WI
1780,Byers ,CO
1811,Cairo ,GA
1817,Caldwell ,NJ
1818,Caldwell ,OH
1820,Caledonia ,MI
1822,Caledonia ,NY
1825,Calera ,AL
1830,Califon ,NJ
1840,Callicoon ,NY
1852,Cambria ,WI
1867,Camden ,NJ
1869,Camden ,OH
1870,Camden ,SC
1879,Camillus ,NY
1895,Campobello ,SC
1896,Campton ,NH
1905,Canby ,OR
1906,Candia ,NH
1912,Cannelburg ,IN
1919,Canterbury ,CT
1927,Canton ,MS
1930,Canton ,SD
1939,Capac ,MI
1948,Cape Neddick ,ME
1950,Cape Vincent ,NY
1958,Carbonado ,WA
1959,Carbondale ,KS
1965,Carencro ,LA
1966,Carey ,OH
1968,Carle Place ,NY
1976,Carlock ,IL
1984,Carmel ,ME
1986,Carmi ,IL
1989,Carnation ,WA
1991,Carnesville ,GA
1993,Carol Stream ,IL
1994,Carolina ,RI
1995,Carolina Beach ,NC
2001,Carrboro ,NC
2006,Carrollton ,MI
2007,Carrollton ,OH
2015,Carter ,MT
2017,Carteret ,NJ
2020,Carterville ,MO
2021,Carthage ,IN
2031,Caryville ,TN
2045,Casey ,IL
2049,Casper ,WY
2060,Cassville ,PA
2065,Castalia ,OH
2069,Castile ,NY
2074,Castleford ,ID
2077,Castro Valley ,CA
2083,Catawba ,OH
2085,Cathedral City ,CA
2089,Cato ,NY
2102,Cayuga ,NY
2110,Cecilia ,LA
2112,Cedar ,MI
2115,Cedar Creek ,NE
2121,Cedar Grove ,WI
2131,Cedar Springs ,MI
2137,Cedarville ,AR
2138,Cedarville ,IL
2140,Cedarville ,OH
2148,Center Hill ,FL
2151,Center Point ,IA
2184,Centralia ,WA
2197,Chadds Ford ,PA
2205,Chalmers ,IN
2216,Chandler ,TX
2218,Chandlerville ,IL
2225,Chapin ,IA
2227,Chapin ,SC
2228,Chaplin ,CT
2231,Chappaqua ,NY
2238,Charles City ,VA
2239,Charles Town ,WV
2247,Charlestown ,RI
2252,Charlotte ,IA
2260,Chase ,MI
2263,Chatham ,IL
2266,Chatham ,NY
2278,Cheboygan ,MI
2280,Chelmsford ,MA
2284,Chelsea ,OK
2286,Cheltenham ,PA
2287,Chemung ,NY
2288,Chenango Bridge ,NY
2297,Cherry Hill ,NJ
2304,Chesaning ,MI
2311,Cheshire ,OH
2315,Chester ,MA
2329,Chesterfield ,IN
2330,Chesterfield ,MO
2331,Chesterfield ,NH
2332,Chesterfield ,NJ
2342,Chetek ,WI
2356,Chicora ,PA
2358,Childersburg ,AL
2361,Chillicothe ,OH
2362,Chilmark ,MA
2373,Chippewa Lake ,OH
2376,Chocowinity ,NC
2377,Choctaw ,OK
2393,Church Hill ,MD
2399,Churchville ,VA
2403,Cicero ,IN
2409,Cisco ,IL
2422,Claremont ,MN
2427,Clarence ,IA
2431,Clarendon ,AR
2439,Clarington ,OH
2442,Clark ,MO
2444,Clark ,SD
2450,Clarks Hill ,IN
2458,Clarksburg ,WV
2459,Clarkson ,NY
2463,Clarksville ,AR
2467,Clarksville ,OH
2471,Clatonia ,NE
2472,Claude ,TX
2484,Clayton ,DE
2489,Clayton ,OH
2491,Clayville ,RI
2501,Clearmont ,WY
2507,Clearwater ,SC
2510,Clementon ,NJ
2522,Cleveland ,OK
2528,Cleveland ,VA
2540,Clifton ,VA
2542,Clifton Forge ,VA
2546,Clifton Springs ,NY
2550,Clinton ,IA
2554,Clinton ,MA
2572,Clintonville ,PA
2579,Clover ,SC
2582,Cloverdale ,VA
2584,Clyde ,NC
2592,Coal City ,IL
2605,Coburn ,PA
2610,Cocoa ,FL
2614,Codorus ,PA
2637,Cold Spring ,MN
2638,Cold Spring ,NY
2654,Colfax ,IN
2657,Colfax ,WI
2660,College Corner ,OH
2666,Collegeville ,MN
2677,Collinsville ,IL
2679,Collinsville ,OK
2685,Cologne ,MN
2703,Colts Neck ,NJ
2726,Columbus ,MS
2730,Columbus ,OH
2742,Combined Locks ,WI
2759,Comstock Park ,MI
2761,Concord ,CA
2762,Concord ,MA
2766,Concord ,VA
2769,Condon ,MT
2773,Conesville ,IA
2776,Confluence ,PA
2783,Conneaut Lake ,PA
2793,Conrad ,IA
2803,Converse ,IN
2808,Conway ,MI
2821,Coolidge ,AZ
2822,Coolspring ,PA
2827,Coopersville ,MI
2836,Copperas Cove ,TX
2846,Cordova ,MD
2852,Corinne ,UT
2858,Cornelius ,OR
2862,Cornish ,ME
2864,Cornwall ,NY
2868,Corona ,SD
2878,Corsicana ,TX
2888,Corvallis ,MT
2902,Cottondale ,AL
2907,Coudersport ,PA
2914,Courtland ,MN
2925,Covington ,OH
2947,Cramerton ,NC
2957,Cranford ,NJ
2965,Creedmoor ,NC
2968,Creola ,AL
2970,Crescent ,PA
2973,Cresson ,PA
2975,Crest Hill ,IL
2978,Creston ,IL
2981,Crestwood ,IL
2982,Crestwood ,KY
2983,Crete ,NE
2992,Cromwell ,CT
2993,Cromwell ,IN
3000,Crosby ,MN
3008,Crosslake ,MN
3016,Crowley ,TX
3018,Crown City ,OH
3022,Crozet ,VA
3031,Crystal River ,FL
3049,Cumberland ,RI
3051,Cumberland ,MD
3065,Curtice ,OH
3081,Cut Bank ,MT
3096,Dadeville ,AL
3099,Dahlgren ,VA
3102,Daisytown ,PA
3110,Daleville ,VA
3114,Dallas Center ,IA
3117,Dalton ,GA
3126,Damascus ,AR
3127,Damascus ,MD
3138,Daniels ,WV
3144,Danvers ,MA
3148,Danville ,IL
3154,Danville ,PA
3155,Danville ,WV
3162,Darien ,CT
3164,Darien ,WI
3174,Dauphin ,PA
3179,David City ,NE
3186,Davis ,NC
3196,Dawsonville ,GA
3198,Dayton ,IN
3216,De Kalb ,MO
3217,De Kalb ,TX
3219,De Land ,IL
3235,Dearborn ,MO
3254,Dedham ,MA
3263,Deer Park ,TX
3274,Deerfield Beach ,FL
3282,Dekalb ,IL
3292,Delavan ,WI
3294,Delaware ,OK
3301,Dellwood ,WI
3302,Delmar ,DE
3306,Delmont ,PA
3313,Delta ,OH
3321,Denham Springs ,LA
3331,Dent ,MN
3349,Derry ,NH
3352,Des Arc ,AR
3354,Des Plaines ,IL
3363,Deville ,LA
3364,Devine ,TX
3400,Dillsburg ,PA
3403,Dimondale ,MI
3409,District Heights ,MD
3416,Dixon ,IA
3426,Dodson ,MT
3445,Dorchester ,WI
3453,Dougherty ,IA
3457,Douglass ,KS
3462,Dover ,FL
3483,Downsville ,NY
3496,Dresden ,OH
3508,Drumright ,OK
3552,Duncan ,SC
3558,Duncombe ,IA
3563,Dundee ,MI
3568,Dunellen ,NJ
3569,Dunfermline ,IL
3571,Dunkirk ,IN
3578,Dunlo ,PA
3579,Dunn ,NC
3582,Dunnell ,MN
3621,Eagle ,NE
3624,Eagle Butte ,SD
3626,Eagle Lake ,FL
3627,Eagle Lake ,MN
3628,Eagle Mountain ,UT
3629,Eagle Point ,OR
3631,Eagles Mere ,PA
3636,Earlham ,IA
3638,Earlville ,NY
3642,East Alton ,IL
3644,East Aurora ,NY
3649,East Berlin ,PA
3656,East Brady ,PA
3667,East Dennis ,MA
3682,East Granby ,CT
3692,East Hartford ,CT
3695,East Helena ,MT
3702,East Liberty ,OH
3709,East Millinocket ,ME
3714,East Nassau ,NY
3719,East Orange ,NJ
3735,East Sandwich ,MA
3764,Eastlake ,OH
3771,Easton ,PA
3779,Eaton ,CO
3781,Eaton ,NY
3794,Ecorse ,MI
3798,Eddyville ,KY
3803,Eden ,SD
3808,Edenville ,MI
3811,Edgecomb ,ME
3821,Edgewater ,FL
3824,Edgewood ,MD
3847,Egan ,SD
3855,El Cajon ,CA
3869,Eland ,WI
3871,Elberfeld ,IN
3884,Eldridge ,IA
3885,Eleanor ,WV
3893,Elizabeth ,CO
3905,Elizabethtown ,PA
3907,Elk Garden ,WV
3911,Elk Point ,SD
3914,Elkader ,IA
3916,Elkhart ,IL
3921,Elkins ,AR
3925,Elkmont ,AL
3935,Elkview ,WV
3948,Ellicott City ,MD
3958,Ellsworth ,ME
3973,Elma ,WA
3974,Elmendorf ,TX
3990,Elmwood Park ,NJ
3995,Elsie ,MI
4008,Emden ,IL
4013,Emerson ,IA
4040,Enfield ,IL
4041,England ,AR
4047,Enid ,OK
4051,Enola ,PA
4054,Enoree ,SC
4075,Erving ,MA
4076,Erwin ,SD
4079,Escatawpa ,MS
4080,Escondido ,CA
4089,Essex ,VT
4090,Essex ,IA
4108,Eubank ,KY
4110,Eudora ,KS
4112,Eufaula ,OK
4119,Eureka ,WI
4123,Evans ,GA
4125,Evans Mills ,NY
4126,Evansdale ,IA
4132,Evansville ,WY
4141,Evergreen ,CO
4142,Evergreen ,LA
4147,Everton ,MO
4150,Excelsior ,MN
4164,Fair Haven ,NY
4168,Fairbank ,IA
4185,Fairfield ,CA
4187,Fairfield ,IA
4194,Fairfield Bay ,AR
4196,Fairhaven ,MA
4199,Fairland ,IN
4207,Fairmount ,GA
4211,Fairplay ,MD
4213,Fairton ,NJ
4216,Fairview ,NC
4220,Fairview ,TN
4224,Faith ,NC
4228,Falkland ,NC
4235,Fallentimber ,PA
4241,Fallsburg ,NY
4245,Falmouth ,MI
4246,Fanwood ,NJ
4248,Far Rockaway ,NY
4249,Fargo ,ND
4253,Farmdale ,OH
4263,Farmington ,AR
4265,Farmington ,IL
4267,Farmington ,MN
4269,Farmington ,NY
4270,Farmington ,PA
4273,Farmland ,IN
4277,Farwell ,MI
4279,Faucett ,MO
4280,Faulkner ,MD
4281,Fawn Grove ,PA
4294,Fayville ,MA
4295,Fe Warren Afb ,WY
4296,Feasterville Trevose ,PA
4299,Feeding Hills ,MA
4300,Felicity ,OH
4301,Fellsmere ,FL
4308,Fenwick ,MI
4309,Fenwick ,WV
4310,Fenwick Island ,DE
4313,Ferguson ,IA
4317,Ferndale ,NY
4326,Feura Bush ,NY
4328,Fife Lake ,MI
4331,Filer City ,MI
4336,Finchville ,KY
4337,Findlay ,IL
4340,Finksburg ,MD
4345,Fischer ,TX
4346,Fish Creek ,WI
4347,Fisher ,IL
4348,Fisher ,PA
4349,Fisher ,MN
4351,Fishers ,NY
4353,Fishertown ,PA
4354,Fisherville ,KY
4356,Fishtail ,MT
4358,Fiskeville ,RI
4361,Fitzwilliam ,NH
4362,Five Points ,AL
4365,Flagtown ,NJ
4367,Flanders ,NJ
4369,Flat ,TX
4374,Flatwoods ,LA
4376,Fleetwood ,PA
4377,Fleming ,PA
4378,Fleming Island ,FL
4379,Flemingsburg ,KY
4386,Flint ,TX
4387,Flinton ,PA
4388,Flintstone ,GA
4397,Florence ,MA
4399,Florence ,MT
4400,Florence ,NJ
4410,Floweree ,MT
4413,Floyd ,IA
4415,Floyds Knobs ,IN
4417,Flushing ,NY
4419,Fly Creek ,NY
4420,Fogelsville ,PA
4424,Follansbee ,WV
4428,Fombell ,PA
4432,Fontana ,CA
4433,Fontana ,WI
4435,Fontanet ,IN
4437,Foothill Ranch ,CA
4439,Forbes Road ,PA
4440,Force ,PA
4443,Fordland ,MO
4446,Forest ,IN
4453,Forest Hills ,NY
4456,Forest Park ,GA
4460,Forestdale ,RI
4461,Forestport ,NY
4464,Fork Union ,VA
4465,Forked River ,NJ
4466,Forksville ,PA
4477,Fort Ashby ,WV
4479,Fort Belvoir ,VA
4480,Fort Benning ,GA
4481,Fort Benton ,MT
4482,Fort Bragg ,NC
4486,Fort Davis ,TX
4487,Fort Defiance ,VA
4490,Fort Edward ,NY
4491,Fort Eustis ,VA
4492,Fort Gay ,WV
4493,Fort George G Meade ,MD
4495,Fort Gratiot ,MI
4497,Fort Hill ,PA
4499,Fort Huachuca ,AZ
4510,Fort McCoy ,FL
4513,Fort Mitchell ,AL
4514,Fort Monmouth ,NJ
4515,Fort Monroe ,VA
4516,Fort Montgomery ,NY
4518,Fort Myers Beach ,FL
4520,Fort Pierce ,FL
4522,Fort Polk ,LA
4533,Fort Washington ,MD
4539,Fortescue ,NJ
4540,Fortson ,GA
4542,Foster ,KY
4544,Foster ,VA
4545,Foster ,WV
4549,Fouke ,AR
4553,Fountain ,NC
4558,Fountaintown ,IN
4559,Fountainville ,PA
4562,Fowler ,IN
4564,Fowler ,OH
4568,Fox Lake ,IL
4570,Fox River Grove ,IL
4571,Foxboro ,MA
4572,Foxburg ,PA
4573,Frametown ,WV
4577,Francis Creek ,WI
4589,Frankfort ,SD
4590,Franklin ,MA
4597,Franklin ,MO
4599,Franklin ,NJ
4600,Franklin ,NY
4601,Franklin ,OH
4614,Franklin Square ,NY
4616,Franklintown ,PA
4617,Franklinville ,NJ
4618,Franksville ,WI
4619,Frankton ,IN
4620,Franktown ,CO
4623,Fraziers Bottom ,WV
4625,Frederica ,DE
4628,Frederick ,PA
4629,Frederick ,SD
4632,Fredericksburg ,PA
4637,Frederika ,IA
4639,Fredonia ,WI
4643,Freeburg ,IL
4645,Freedom ,IN
4647,Freedom ,PA
4648,Freedom ,WI
4651,Freeman ,SD
4659,Freetown ,IN
4668,Fremont ,WI
4672,Frenchton ,WV
4674,Frenchtown ,NJ
4675,Frenchville ,PA
4676,Fresh Meadows ,NY
4678,Fresno ,OH
4680,Friedheim ,MO
4685,Friendsville ,TN
4690,Fritch ,TX
4696,Frostproof ,FL
4697,Fruita ,CO
4700,Fruitland ,MD
4702,Fruitport ,MI
4703,Fruitvale ,TN
4704,Fryburg ,PA
4705,Ft Mitchell ,KY
4706,Ft. Myers ,FL
4707,Fulda ,IN
4708,Fulda ,MN
4709,Fulks Run ,VA
4713,Fulton ,MI
4716,Fulton ,NY
4719,Fulton ,IL
4720,Fultondale ,AL
4723,Fuquay Varina ,NC
4724,Furlong ,PA
4730,Gaines ,MI
4734,Gainesville ,NY
4739,Galena ,MO
4751,Galivants Ferry ,SC
4757,Galloway ,OH
4759,Galt ,IL
4761,Galva ,IL
4764,Galway ,NY
4765,Gambier ,OH
4768,Gans ,PA
4769,Gansevoort ,NY
4771,Garards Fort ,PA
4780,Garden Prairie ,IL
4782,Gardendale ,AL
4790,Gardners ,PA
4795,Garland ,ME
4797,Garland ,UT
4798,Garland City ,AR
4801,Garnerville ,NY
4802,Garnet Valley ,PA
4804,Garretson ,SD
4811,Garrison ,NY
4814,Gary ,SD
4817,Gassaway ,WV
4826,Gautier ,MS
4830,Gaylordsville ,CT
4831,Gayville ,SD
4832,Geismar ,LA
4833,Genesee ,MI
4834,Genesee Depot ,WI
4836,Geneseo ,IL
4837,Geneva ,AL
4840,Geneva ,IL
4845,Genoa ,IL
4847,Genoa ,AR
4860,Georgetown ,TN
4862,Georgetown ,ID
4865,Georgetown ,OH
4866,Gering ,NE
4867,German Valley ,IL
4868,Germansville ,PA
4877,Geronimo ,OK
4878,Gerrardstown ,WV
4881,Getzville ,NY
4889,Gibson City ,IL
4890,Gibson Island ,MD
4894,Gibsonville ,NC
4895,Giddings ,TX
4896,Gifford ,IA
4898,Gifford ,PA
4909,Gilbertville ,MA
4910,Gilboa ,WV
4911,Gilcrest ,CO
4913,Gill ,CO
4917,Gillett Grove ,IA
4919,Gillette ,NJ
4921,Gillsville ,GA
4924,Gilman ,WI
4925,Gilmanton ,NH
4926,Gilmanton Iron Works ,NH
4930,Gipsy ,MO
4932,Girard ,OH
4933,Girard ,PA
4936,Glade Hill ,VA
4939,Gladstone ,NJ
4940,Gladstone ,OR
4943,Gladwyne ,PA
4944,Gladys ,VA
4946,Glasford ,IL
4949,Glasgow ,VA
4952,Glasser ,NJ
4956,Glen Arbor ,MI
4961,Glen Dale ,WV
4962,Glen Echo ,MD
4963,Glen Ellen ,CA
4965,Glen Gardner ,NJ
4967,Glen Mills ,PA
4968,Glen Oaks ,NY
4969,Glen Richey ,PA
4970,Glen Riddle Lima ,PA
4972,Glen Rock ,NJ
4975,Glen Saint Mary ,FL
4976,Glen Spey ,NY
4977,Glen Wild ,NY
4978,Glenallen ,MO
4979,Glenarm ,IL
4980,Glenbeulah ,WI
4984,Glencoe ,MO
4987,Glendale ,KY
4988,Glendale ,RI
4989,Glendale Heights ,IL
4993,Glenelg ,MD
4995,Glenham ,NY
4996,Glenmont ,NY
4998,Glenmoore ,PA
5000,Glenn ,MI
5002,Glennie ,MI
5007,Glenshaw ,PA
5011,Glenville ,PA
5014,Glenwood ,IN
5015,Glenwood ,MD
5017,Glenwood ,NJ
5018,Glenwood ,NY
5022,Glidden ,IA
5023,Gloucester ,VA
5030,Glyndon ,MD
5031,Glyndon ,MN
5037,Godwin ,NC
5038,Goffstown ,NH
5039,Gold Bar ,WA
5041,Gold Hill ,NC
5044,Goldens Bridge ,NY
5047,Goldvein ,VA
5049,Goliad ,TX
5050,Gomer ,OH
5051,Gonzales ,LA
5053,Good Hart ,MI
5055,Goode ,VA
5056,Goodells ,MI
5057,Goodfield ,IL
5061,Goodlettsville ,TN
5064,Goodview ,VA
5066,Goodwin ,SD
5067,Goodyear ,AZ
5069,Gordo ,AL
5075,Gore ,VA
5082,Goshen ,NJ
5083,Goshen ,OH
5085,Goshen ,NY
5091,Gowen ,MI
5094,Grace ,ID
5095,Gracey ,KY
5096,Grady ,AL
5097,Gradyville ,PA
5098,Graettinger ,IA
5099,Grafton ,IA
5108,Grahamsville ,NY
5113,Granada Hills ,CA
5115,Granby ,CT
5116,Granby ,MA
5123,Grand Island ,FL
5125,Grand Isle ,VT
5128,Grand Junction ,MI
5130,Grand Meadow ,MN
5131,Grand Mound ,IA
5136,Grand Ridge ,FL
5137,Grand Ridge ,IL
5149,Granite Canon ,WY
5153,Granite Quarry ,NC
5154,Granite Springs ,NY
5158,Grant ,FL
5159,Grant ,MI
5161,Grantham ,NH
5162,Grantham ,PA
5163,Grants ,NM
5166,Grantsdale ,MT
5172,Grantville ,PA
5181,Gratiot ,WI
